ID,Título,Fecha,Contenido,Imagen,Fuente,Contenido Completo,Categoria,Fecha de Scraping
43,Mason Greenwood llega al Marsella: nueva oportunidad para un jugador controvertido,2024-09-12 09:59:21,"El Marsella ha anunciado oficialmente el fichaje de Mason Greenwood procedente del Manchester United, a pesar de la polémica en torno al traspaso. Regreso al gran fútbol Después  ...",https://diariosinfronteras.com.pe/wp-content/uploads/2024/09/Mason-Greenwood-2-331x219.jpg,https://diariosinfronteras.com.pe/2024/09/12/mason-greenwood-marseille-transfer-analisis/,"Mason Greenwood 
 








El Marsella ha anunciado oficialmente el fichaje de Mason Greenwood procedente del Manchester United, a pesar de la polémica en torno al traspaso.


Regreso al gran fútbol


Después de una pausa de dos años por acusaciones escandalosas, Greenwood pasó una exitosa temporada cedido en el Getafe, a juzgar por las estadísticas de la web 
mostbet peru
:


– 8 goles y 6 asistencias en 33 partidos de La Liga


– Atrajo la atención de los principales clubes españoles.


Razones para dejar el Manchester United




Riesgos de imagen del club


Complemento de posiciones (Rashford, Garnacho, Sancho)


Posibilidad de venta rentable tras un alquiler exitoso




Controversia en torno a la transferencia


– Protestas de los aficionados del Marsella


– Objeciones del alcalde de la ciudad, Benoit Payan


Pese a ello, el club cerró la operación por valor de 27,6 millones de euros más bonificaciones.




Perspectivas para Greenwood


– Posibilidad de rehabilitación profesional completa.


– Oportunidad de ayudar al Marsella a regresar al top 5 de la Ligue 1


– Posible aumento del valor de transferencia


El Manchester United retuvo el 50% de la futura venta del jugador, lo que podría resultar beneficioso si Greenwood se desempeña bien.


La transferencia le da a Mason Greenwood la oportunidad de reiniciar su carrera y le da al Marsella un jugador talentoso para fortalecer su plantilla. Sin embargo, el éxito de esta colaboración dependerá no sólo de los resultados deportivos, sino también de cómo Greenwood pueda cambiar su imagen y ganarse la confianza de los aficionados.",DEPORTES,2024-09-13 07:59:21
44,Lautaro Martínez: La fidelidad al Inter ha dado sus frutos,2024-09-12 09:59:21,La decisión de Lautaro Martínez de rechazar una oferta del Barcelona en 2021 ha supuesto un punto de inflexión en su carrera. El delantero argentino no sólo se  ...,https://diariosinfronteras.com.pe/wp-content/uploads/2024/09/lautaro-331x219.jpg,https://diariosinfronteras.com.pe/2024/09/12/lautaro-martinez-entre-viaje-2024/,"Lautaro Martínez
 








La decisión de Lautaro Martínez de rechazar una oferta del Barcelona en 2021 ha supuesto un punto de inflexión en su carrera. El delantero argentino no


sólo se convirtió en una figura clave en el Inter, sino que también se convirtió en uno de los mejores delanteros de la Serie A según 
mostbet peru
.


Rechazar al Barcelona es la clave del éxito


Martínez estuvo cerca de fichar por el Barcelona en 2021, pero los problemas económicos del club catalán y su propia decisión de quedarse en el Inter cambiaron el curso de la historia. El tiempo ha demostrado la sabiduría de esta elección. El Inter ganó el campeonato italiano mientras el Barcelona se hundía en una crisis financiera. Martínez se convirtió en el líder indiscutible del ataque del Club milanés.


Desarrollo en el Inter


Bajo la dirección de Simone Inzaghi y gracias a la competente dirección de Beppe Marotta, el Inter logró crear un equipo competitivo incluso con limitaciones financieras. Martínez se convirtió en la figura central de este proyecto. Ganó el título de máximo goleador de la Serie A en 2023/24, ayudó al equipo a llegar a la final de la Liga de Campeones y encontró al compañero perfecto en Marcus Thuram.


Nuevo contrato y ambiciones futuras


Nuevo contrato y ambiciones futuras


La extensión del contrato de Martínez hasta 2029 demuestra la confianza mutua entre jugador y club. Ahora se enfrentan a nuevos objetivos. El Inter pretende consolidar su liderazgo en la Serie A y luchar por la victoria en la liga de Campeones. Para Martínez, personalmente, se abre la oportunidad de convertirse en el líder de la selección argentina tras la marcha de Messi.


El éxito de Lautaro Martínez en el Inter demuestra que a veces rechazar un cambio a un club más grande puede ser el comienzo de tu propio viaje hacia la cima. El argentino no sólo escapó de los problemas económicos del Barcelona, ​​sino que también se convirtió en una figura clave en el exitoso proyecto del Inter.


Ahora Martínez enfrenta la tarea de consolidar su estatus en el escenario internacional. El éxito en la Liga de Campeones y el liderazgo de la selección argentina podrían convertirlo en uno de los mejores delanteros del fútbol mundial.",DEPORTES,2024-09-13 07:59:22
53,Diez empresas de la Ruta Productiva Exportadora superan los US$ 3 millones en expectativas de negocios,2024-09-13 07:59:27,"La ministra de Comercio Exterior y Turismo, Elizabeth Galdo, destacó que 10 organizaciones beneficiarias de la Ruta Productiva Exportadora (RPE), que lidera el Mincetur junto a los sectores  ...",https://diariosinfronteras.com.pe/wp-content/uploads/2024/08/50173895102_574347b1a6_c-331x219.jpg,https://diariosinfronteras.com.pe/2024/08/07/diez-empresas-de-la-ruta-productiva-exportadora-superan-los-us-3-millones-en-expectativas-de-negocios/,"Empresas superan expectativas de negocios.
 








La ministra de Comercio Exterior y Turismo, Elizabeth Galdo, destacó que 10 organizaciones beneficiarias de la Ruta Productiva Exportadora (RPE), que lidera el Mincetur junto a los sectores de la Producción (Produce) y Desarrollo Agrario y Riego (Midagri), lograron generar expectativas de negocios por más de US$ 3 millones para el mercado internacional, tras su participación en el Salón del Cacao y Chocolate, las cuáles estiman concretar en el transcurso de los próximos 12 meses.


“Estas organizaciones de Amazonas, Cusco, Huánuco, Junín, Pasco, Piura y San Martín, participaron del evento como parte de los servicios que brinda la RPE, y contactaron con más de 160 potenciales compradores nacionales e internacionales, incluyendo los principales mercados de exportación como Estados Unidos, Suiza, Bélgica, Países Bajos, entre otros”, explicó la titular del Mincetur.


Cabe indicar que, para el mercado nacional, lograron generar una expectativa de negocio por más de S/ 5 millones. Asimismo, durante su participación en el Salón, las empresas concretaron ventas por cerca de S/ 70 mil con productos de gran calidad como bombones, nibs, cacao en polvo, pasta de cacao, licor de cacao y tabletas de chocolates con variedad de sabores con diversos frutos.


Las organizaciones beneficiarias incluyen a Maná Coffee & Chocolate (Amazonas), Interorganics (Huánuco), Chocolates Record (Cusco), Caicah (Huánuco), Frutgaia (Junín), Cooperativa Agraria Valle Del Cuchara (Huánuco), Guayas Foods (Piura), Gusto Raymi (San Martín), Lidisch (Pasco) y Nativos Chocolates Amazónicos (San Martín).


INTERNACIONALIZACIÓN DE LAS MIPYMES


Hay que recordar que a través de la Ruta Productiva Exportadora se brindan servicios articulados de desarrollo productivo, gestión empresarial y de comercio exterior con el objetivo de aumentar la internacionalización de las mipymes.


Como parte de su preparación, las mencionadas organizaciones empresariales adquirieron, a través de esta estrategia, capacidades requeridas para negociar con potenciales compradores de sus productos. En ese sentido, la RPE puso a su alcance servicios vinculados a herramientas de promoción comercial, estrategias de negociación, contratos comerciales de exportación y costos de exportación, brindados por el Mincetur y Promperú.",ECONOMIA,2024-09-13 07:59:28
54,Retiro AFP: quedan 10 días para registrar la solicitud de liberación de hasta 4 UIT,2024-09-13 07:59:28,Los afiliados al sistema previsional privado cuentan con diez días más para efectuar la solicitud de retiro de sus aportes realizados a las Administradoras de Fondos de Pensiones (AFP). Pasada esta fecha  ...,https://diariosinfronteras.com.pe/wp-content/uploads/2024/08/WhatsApp-Image-2024-08-06-at-8.36.23-PM-331x219.jpeg,https://diariosinfronteras.com.pe/2024/08/06/retiro-afp-quedan-10-dias-para-registrar-la-solicitud-de-liberacion-de-hasta-4-uit/,"Los usuarios de las AFP tienen hasta el 16 de agosto para registrar la solicitud.
 








Los afiliados al 
sistema previsional privado
 cuentan con diez días más para efectuar la solicitud de retiro de sus aportes realizados a las 
Administradoras de Fondos de Pensiones
 (AFP).


Pasada esta fecha (
16 de agosto
), este proceso de liberación de fondos, que inició el pasado 20 de mayo y fue tema de gran interés nacional, quedará inhabilitado, impidiendo a los usuarios hacerse de su dinero. Por ello, las entidades involucradas recomiendan anticiparse a cualquier anomalía y realizar el pedido del desembolso en caso uno desee adquirir su plata.


En caso un usuario esté interesado en pedir los depósitos de hasta cuatro unidades impositivas tributarias (UIT) o, lo que es lo mismo, 20 mil 600 soles, debe 
ingresar al enlace
 divulgado por la Asociación de Administradoras de Fondos de Pensiones (AAFP) y 
completar el proceso de retiro
. Puede atravesar todos estos pasos ingresando al siguiente link: 
https://www.solicitaretiroafp.pe/bienvenido
.




Cronograma del retiro AFP




Como bien se sabe, la 
Superintendencia de Banca, Seguros y AFP
 (SBS) estructuró un calendario sencillo y equitativo para que todos los millones de afiliados a las AFP pudieran reclamar la liberación de sus aportes. Este consistió en distribuir a los usuarios en 
diez grupos
 (en base al último número de su documento de identidad nacional) y asignarle a cada uno hasta 
tres fechas
 para inscribir su solicitud de retiro.


Si bien esta forma aseguró un proceso más tranquilo y organizado, la SBS también habilitó un 
plazo adicional general
 en el que, independiente del grupo al que los usuarios fueron asignados, todos pueden registrar su solicitud de retiro. Este inició el pasado 2 de julio y finalizará el 16 de agosto próximo.",ECONOMIA,2024-09-13 07:59:28
55,Retiro AFP: Inicia el último mes para solicitar el desembolso de 4 UIT,2024-09-13 07:59:28,La llegada del mes de agosto marca el final del proceso de retiro de los aportes realizados a las Administradoras de Fondos de Pensiones (AFP). El desarrollo de esta liberación de fondos  ...,https://diariosinfronteras.com.pe/wp-content/uploads/2024/07/WhatsApp-Image-2024-07-29-at-8.54.19-PM-331x219.jpeg,https://diariosinfronteras.com.pe/2024/07/29/retiro-afp-inicia-el-ultimo-mes-para-solicitar-el-desembolso-de-4-uit/,"El proceso de retiro de los aportes a las AFP termina el 17 de agosto.
 








La llegada del mes de agosto marca el final del 
proceso de retiro de los aportes
 realizados a las 
Administradoras de Fondos de Pensiones
 (AFP). El desarrollo de esta liberación de fondos ha durado meses e incluido a millones de afiliados, quienes han efectuado el cobro de su dinero.


Sin embargo, este se encuentra a punto de concluir. Por esta razón, es recomendable que quienes aún no hayan solicitado la liberación de su dinero y deseen hacerlo, 
inicien el trámite
 correspondiente con anticipación para asegurar su cobro.






Vale precisar que este proceso se encuentra en su última etapa, el 
retiro libre
. En esta, todos los afiliados al 
sistema previsional privado
, independiente del número o grupo que les haya sido asignado, cuentan con el derecho de exigir el desembolso de sus aportes. Dicho lapso inició el pasado
 2 de julio
 y finalizará el 
17 de agosto
. No se podrá realizar el pedido de retiro AFP pasada esta fecha.




Plazo de los depósitos




Según lo establecido por la 
Superintendencia de Banca, Seguros y AFP
 (SBS), el cronograma para el desembolso de los fondos retirados de las AFP es el siguiente:




Primer abono
: Hasta una unidad impositiva tributaria (UIT) de 5 mil 150 soles, que se realizará 30 días después de la solicitud, aunque en algunos casos puede efectuarse en 25 días.


Segundo abono
: Una UIT de 5 mil 150 soles, 30 días después del primer abono.


Tercer abono
: Una UIT de 5 mil 150 soles, 30 días después del segundo abono.


Cuarto abono
: Una UIT de 5 mil 150 soles, 30 días después del tercer abono.




De esta manera, los afiliados pueden recibir sus fondos en un 
plazo máximo de 120 días
 desde la solicitud inicial, con abonos iguales de hasta 
5 mil 150 soles cada 30 días
. Esta medida busca ofrecer una distribución ordenada y predecible de los fondos, facilitando una mejor planificación financiera para los solicitantes en un contexto económico desafiante.",ECONOMIA,2024-09-13 07:59:29
56,Moquegua exporta 20 toneladas de uva de mesa a Colombia,2024-09-13 07:59:29,"El Gobierno Regional de Moquegua (GRM), a través de la Dirección Regional de Agricultura y el proyecto Proexa, en un trabajo articulado con los productores de uva del  ...",https://diariosinfronteras.com.pe/wp-content/uploads/2024/07/8-A-1-331x219.jpg,https://diariosinfronteras.com.pe/2024/07/06/moquegua-exporta-20-toneladas-de-uva-de-mesa-a-colombia/,"El Gobierno Regional de Moquegua (GRM), a través de la Dirección Regional de Agricultura y el proyecto Proexa, en un trabajo articulado con los productores de uva del valle de Moquegua, logró el procesamiento del primer contendor de 20 toneladas de uva de mesa para ser exportado al vecino país de Colombia.


El proceso de exportación se llevó a cabo de manera integral en las instalaciones del Módulo de Entrenamiento del Gobierno Regional de Moquegua, donde pasó por diversas operaciones para garantizar su calidad e inocuidad. Este módulo, operando bajo estrictos estándares de calidad conforme a la Autorización Sanitaria y la Certificación de Planta empacadora otorgadas por Senasa, garantizó que las uvas cumplieran con los requisitos necesarios para su exportación.


«Tras la etapa del procesamiento, las uvas fueron almacenadas en la cámara de frío bajo cero para la inspección fitosanitaria y posterior liberación hacia su destino final, lo cual marca un hito en el procesamiento primario en una instalación con sistema de frío ubicada en Moquegua y representa un logro significativo para el sector agrícola de nuestra región», dijo el director Regional de Agricultura, Prescilio Mamani Eugenio.


Tras este hecho importante, se incrementa el valor del producto, lo cual impacta positivamente en la economía regional. Además, se destaca la calidad y competitividad de las uvas de nuestra región en el mercado global.",ECONOMIA,2024-09-13 07:59:29
57,Precio del balón de gas podría subir hasta 70 soles,2024-09-13 07:59:29,"Este fin de semana, el balón de gas podría tener una variación en sus precios a nivel mayorista, esto debido a que el último jueves 27 de junio  ...",https://diariosinfronteras.com.pe/wp-content/uploads/2024/07/070907_1191739-331x219.jpg,https://diariosinfronteras.com.pe/2024/07/04/precio-del-balon-de-gas-podria-subir-hasta-70-soles/,"Este fin de semana, el balón de gas podría tener una variación en sus precios a nivel mayorista, esto debido a que el último jueves 27 de junio fue retirado del Fondo de Estabilización del Precio de los Combustibles (FEPC).


Según la Sociedad Peruana de Gas Licuado, el precio del combustible envasado podría incrementarse hasta llegar a 70 soles en promedio solo en Lima. En regiones, la cifra podría aumentar.


No obstante, esta decisión respecto al FEPC sería acertada, según el vicepresidente de la Asociación de Grifos de Arequipa, Magno Salas Montiel, ya que, según señala, el dinero invertido por el Estado en el fondo se ha convertido en un subsidio general para todos los peruanos, más no para los más necesitados.


«Va a subir cuando haya variación en el precio internacional, pero también a través de los vales FISE se va a subsidiar a las familias más necesitadas, por lo cual se estaría complementando. Se tendría un beneficio al que en verdad lo necesita, por ejemplo, a las personas que no pueden trabajar, mayores de 65 o 70 años. El Gobierno debe crear condiciones para que la gente viva de su trabajo«, dijo.


En ese sentido, si el balón de 10 kilos sube a 70 soles, el subsidio sería de 35 soles en beneficios de aquellas personas que lo necesitan. En el caso de las regiones como Arequipa, esta variación afectaría a un grupo de personas y en promedio costaría entre 45 a 50 soles.",ECONOMIA,2024-09-13 07:59:30
58,Tacna: Economía peruana es atractiva para la inversión extranjera,2024-09-13 07:59:30,"La presidenta de la Cámara de Comercio, Industria y Producción de Tacna, Corinne Flores Lemaire, saludó que el país se haya presentado como una opción rentable ante otros  ...",https://diariosinfronteras.com.pe/wp-content/uploads/2024/07/WhatsApp-Image-2024-07-02-at-8.27.59-PM-331x219.jpeg,https://diariosinfronteras.com.pe/2024/07/02/tacna-economia-peruana-es-atractiva-para-la-inversion-extranjera/,"La presidenta de la Cámara de Comercio, Industria y Producción de Tacna, Corinne Flores Lemaire, saludó que el país se haya presentado como una opción rentable ante otros países para alcanzar inversión extranjera que fomente el desarrollo, gracias a políticas establecidas por las instituciones económicas del país como el Banco de Reserva del Perú (BCRP).


“Han demostrado que el Perú es elegible para el tema de las inversiones. Debo resaltar que no para las nueve fronteras, porque aún seguimos en el regimiento con el artículo 71, pero para el resto del país, sí. Han demostrado que nuestro sol sigue brillando, y es tan importante que nuestra constitución, a través del BCR, un tema técnico, que sigue manteniéndose y por eso permite a la economía nacional seguir en estos 30 años. Y que la economía mejoró, sobre todo el tema de la exportación. Perú es elegible, no solamente por nuestros productos, la calidad de vida”, resaltó.


Rescató que el sector privado es el que ha hecho posibles algunos logros en el que el Estado se ha visto limitado, como el puerto de Chancay, además que exista tanto interés que sea el extranjero el que llegue a tocar la puerta de Perú para ser parte de la economía local.


“Nos tocan las puertas las inversiones. De nuestro lado, como Cámara y como Zofratacna, porque lo veo en Perú Cámara, tenemos reuniones con los embajadores también y quieren invertir. Es importante este viaje, que, si para muchos es un chauvinismo o un manejo de popularidad, en realidad no. Tenemos un próximo puerto de Chancay a inaugurar, que es una obra privada. Nosotros, con tanta corrupción, de más de 20.000 millones en corrupción, hemos podido hacer muchos más puertos, y otras obras puntuales en beneficio de la ciudadanía”, expresó.",ECONOMIA,2024-09-13 07:59:30
59,Puno: Exportarán 160 toneladas de trucha a tres estados de Brasil,2024-09-13 07:59:30,"La delegación de representantes del estado de Acre de Brasil participó de la reunión bilateral que se realizó en el Huaylluni distrito de Juli, provincia de Chucuito. Según  ...",https://diariosinfronteras.com.pe/wp-content/uploads/2024/06/WhatsApp-Image-2024-06-27-at-5.32.28-PM-331x219.jpeg,https://diariosinfronteras.com.pe/2024/06/27/puno-exportaran-160-toneladas-de-trucha-a-tres-estados-de-brasil/,"La delegación de representantes del estado de Acre de Brasil participó de la reunión bilateral que se realizó en el Huaylluni distrito de Juli, provincia de Chucuito.


Según la agenda establecida, la delegación visitó los centros de producción en Pomata, posteriormente a los productores de Chucasuyo Ccajje, finalmente se procedió con la ratificación del convenio bilateral entre el estado de Acre y la Federación de Productores de trucha de la región Puno.


Alejandro Salinas director comercial y Representante de la Cámara de Comercio del estado de Acre sostuvo la delegación que visita a Puno vienen a retribuir la visita que realizaron a Brasil, fortalecer el vínculo estrechar los negocios y que se haga realidad el convenio.


En otro momento dijo, se ratifica el convenio, los productores pueden vender la trucha en Brasil, el mismo productor podrá vender en el mercado en tres estados hay una demanda de 160 toneladas.


En la actualidad la trucha llega por Chile este país lo vende como suyo con esta nueva ruta por madre de Dios permitirá vender un mejor producto de calidad finalizó.


Oscar Cutipa presidente de la Federación, manifestó que el 18 de diciembre del 2023 se firmó el convenio.


«La delegación visitó nuestros centros de producción de trucha, les interesa el turismo. Pido al gobierno regional en habilitar el servicio de tren y exportar a Brasil desde Juli. Lo que estamos esperando es la certificación de DIFOA a las plantas ubicadas en el Faro Y Camacani para luego iniciar la exportación de la trucha a Brasil», puntualizó.",ECONOMIA,2024-09-13 07:59:31
60,Peruanos gastarán S/550 en compras por Fiestas Patrias: Gratificaciones y Copa América dinamizarán el consumo,2024-09-13 07:59:31,"El mes de junio está por culminar y en el sector retail hay bastante expectativa para la campaña de Fiestas Patrias, principalmente porque el mes de julio abrirá en medio de la celebración  ...",https://diariosinfronteras.com.pe/wp-content/uploads/2024/06/Sin-titulo-23-331x219.jpg,https://diariosinfronteras.com.pe/2024/06/25/peruanos-gastaran-s-550-en-compras-por-fiestas-patrias-gratificaciones-y-copa-america-dinamizaran-el-consumo/,"El mes de junio está por culminar y en el 
sector retail 
hay bastante expectativa para la campaña de 
Fiestas Patrias
, principalmente porque el mes de 
julio 
abrirá en medio de la celebración de la 
Copa América 2024, 
un evento futbolístico del que es parte nuestra selección peruana.






La presidenta del Gremio de Retail y Distribución de la Cámara de Comercio de Lima (CCL), 
Leslie Passalacqua,
 señaló que los eventos deportivos que se desarrollan en el continente americano, al igual que en la Eurocopa de este año, dinaminazarán el mercado de consumo y potenciarán las ventas de productos y servicios que ofrece el sector minorista.






“En este contexto, las categorías que tendrán un buen desempeño serán electrodomésticos, principalmente ventas de televisores, pues las personas buscan renovar sus equipos para disfrutar de los partidos en alta definición. También camisetas y artículos deportivos como ropa y calzado pues los fanáticos aprovechan para adquirir indumentaria de su selección o de sus jugadores favoritos”, mencionó para la Cámara de Comercio de Lima.




La expectativa es que la campaña de Fiestas Patrias impulse significativamente las ventas, no solo en productos electrónicos y deportivos, sino también en alimentos y bebidas. La 
presencia digital
 
de los comercios jugará un papel crucial en esta temporada festiva, con un creciente número de consumidores optando por realizar sus compras a través de plataformas online.


“En tanto, los servicios de delivery tendrán mayor demanda, pues la comodidad de pedir comida a domicilio se vuelve aún más atractiva durante estos eventos deportivos”, indicó.




¿Cuánto gastarán los peruanos?






Las expectativas para la campaña de Fiestas Patrias son mixtas, aunque se prevé un crecimiento que supere los niveles prepandemia. Esto se atribuye a varios factores, como el pago de gratificaciones, la campaña de invierno y las actividades futbolísticas que generan un ambiente festivo.






El gremio proyecta que el sector retail alcanzará ventas superiores a los S/ 3,800 millones, reflejando un incremento del 8 % en comparación con 2023 y superando los niveles prepandemia.




“En estas Fiestas Patrias, los productos de mayor tendencia con un fuerte repunte serán alimentos y bebidas, artículos para el hogar, ropa (prendas alusivas a la bicolor) y calzado, tecnología (televisores, smartphones, tablets, etc.), y entretenimiento, donde se activa la demanda de viajes, circos y actividades recreativas”, estimó.




En esa línea, instó a las empresas a fortalecer su presencia digital para que puedan ofrecer una experiencia de compra fluida. Teniendo en cuenta además que, luego de finalizado la Copa América que será el 14 de julio, se aproximan otros eventos que impulsarán las compras online y los 
servicios de viajes turísticos.




“También en julio se darán los cybers, iniciando el mes con los Cyber Wow que dan fuerza a la venta online y luego siguen los Cyber Days, que la CCL los ha programado entre los días 22 y 25 de julio, que también dinamizarán la comercialización de nuestro sector”, señaló.




Respecto a los centros comerciales que tendrían mayor afluencia para este mes, se estima que estos serán Jockey Plaza, Plaza San Miguel, Megaplaza, Plaza Norte y Mall del Sur. Ello, debido a que estos lugares brindan una experiencia completa que combina compras, entretenimiento, gastronomía, socialización y otra satisfacción de necesidades básicas.",ECONOMIA,2024-09-13 07:59:31
61,"Asesinan a directora de cárcel en Ecuador, es la segunda en diez días",2024-09-12 22:59:32,"En Ecuador, la directora de la mayor cárcel de Guayaquil, que ha sido escenario de las peores matanzas entre presos, fue asesinada, informó el organismo a cargo de las prisiones  ...",https://diariosinfronteras.com.pe/wp-content/uploads/2024/09/WhatsApp-Image-2024-09-12-at-9.31.23-PM-331x219.jpeg,https://diariosinfronteras.com.pe/2024/09/12/asesinan-a-directora-de-carcel-en-ecuador-es-la-segunda-en-diez-dias/,"Durante el ataque, también resultó herido un funcionario del SNAI.
 








En 
Ecuador
, la directora de la mayor cárcel de 
Guayaquil
, que ha sido escenario de las peores matanzas entre presos, fue asesinada, informó el organismo a cargo de las prisiones (SNAI) del vecino país.


«La directora encargada del Centro de Privación de Libertad Masculino Guayas N°1, María Daniela Icaza, falleció víctima de un atentado armado», indicó la entidad penitenciaria en su chat de prensa por WhatsApp.


MURIÓ CUANDO ERA TRASLADADA AL HOSPITAL


La funcionaria, quien es la segunda autoridad penitenciaria asesinada en diez días, fue atacada en una vía que conduce a la zona de Daule, en el norte de Guayaquil, según el SNAI. Murió después del ataque, cuando era trasladada al hospital.


La Policía «
ya se encuentra en el lugar iniciando las investigaciones que permitirán localizar a los responsables»
, indicó la institución en la red X.


Guayaquil es una de las ciudades ecuatorianas más violentas por la arremetida de bandas narco que se disputan las rutas para el tráfico de drogas.",MUNDO,2024-09-13 07:59:33
62,Devaluación del peso: Bolivianos buscan soles peruanos para sobrevivir,2024-09-12 17:59:33,"Desde hace meses, Bolivia atraviesa una profunda crisis económica marcada por la falta de dólares y la devaluación del peso boliviano. Este contexto ha transformado la dinámica comercial en la frontera con Perú, especialmente en Desaguadero,  ...",https://diariosinfronteras.com.pe/wp-content/uploads/2024/09/WhatsApp-Image-2024-09-12-at-5.10.36-PM-331x219.jpeg,https://diariosinfronteras.com.pe/2024/09/12/devaluacion-del-peso-bolivianos-buscan-soles-peruanos-para-sobrevivir/,"Desde hace meses, 
Bolivia
 atraviesa una profunda 
crisis económica
 marcada por la falta de dólares y la 
devaluación
 del peso boliviano. Este contexto ha transformado la dinámica comercial en la frontera con Perú, especialmente en 
Desaguadero
, donde cada vez más ciudadanos bolivianos optan por el sol peruano para sus transacciones. Actualmente, el tipo de cambio en esta región sitúa al sol en 2,70 bolivianos, lo que lo convierte en una moneda más estable y confiable frente a la volatilidad de la moneda local.


«La gente ya no quiere bolivianos, quieren soles. La moneda está muy desvalorizada», explicó una comerciante entrevistada por Canal N. Esta preferencia por la moneda peruana ha generado un cambio significativo en las operaciones comerciales, afectando tanto a comerciantes bolivianos como peruanos en la zona fronteriza.


La crisis económica de Bolivia no se limita solo a la devaluación de su moneda, sino que también está ligada a una 
escasez de combustibles y divisas
. En los últimos meses, la falta de dólares ha agravado la situación, llevando a los bolivianos a buscar alternativas en Perú para mantener sus actividades comerciales y cubrir sus necesidades básicas. Sin embargo, esta búsqueda de dólares y soles ha generado un mercado complicado, donde las casas de cambio en Perú han comenzado a limitar la aceptación de pesos bolivianos.


«Los bolivianos que viajan a Perú ya no pueden cambiar su dinero fácilmente. Se recomienda llevar dólares porque en Perú no encontrarán donde cambiar bolivianos», advirtió una periodista boliviana. Esta situación refleja la desesperación de los ciudadanos por encontrar monedas más estables, complicando aún más las transacciones diarias y el acceso a productos básicos, señaló Infobae.",MUNDO,2024-09-13 07:59:33
71,Rafael López Aliaga sobre Alberto Fujimori: «Llegó a zonas donde no llegó ningún otro político»,2024-09-12 23:59:38,"Durante una charla en el Colegio de Ingenieros del Perú en Ica, el alcalde de Lima, Rafael López Aliaga, se pronunció sobre el expresidente Alberto Fujimori, quien falleció el miércoles 11 de  ...",https://diariosinfronteras.com.pe/wp-content/uploads/2024/09/WhatsApp-Image-2024-09-12-at-9.36.49-PM-331x219.jpeg,https://diariosinfronteras.com.pe/2024/09/12/rafael-lopez-aliaga-sobre-alberto-fujimori-llego-a-zonas-donde-no-llego-ningun-otro-politico/,"Rafael López Aliaga.
 










Durante una charla en el 
Colegio de Ingenieros del Perú
 en Ica, el alcalde de Lima, 
Rafael López Aliaga
, se pronunció sobre el expresidente 
Alberto Fujimori
, quien falleció el miércoles 11 de setiembre.


«Creo que en la parte política tuvo problemas, pero no podemos negar que dejó al Perú sin terrorismo, dejó el Perú en paz con Chile y resolvió problemas con Ecuador», señaló el alcalde.


Además, Aliaga recalcó que Alberto Fujimori fue uno de los pocos políticos que llegó a las zonas más alejadas de Lima y al interior del país.


«A mucha gente pobre también, Alberto Fujimori le dejó un toque de trabajo permanente. Lo veo en Lima, cuando voy a las ollas comunes, ves una olla que se la regaló Fujimori hace muchos años», indicó.",NACIONAL,2024-09-13 07:59:39
72,Keiko Fujimori recuerda a su padre: “Seguirás vivo en nuestros corazones”,2024-09-12 19:59:39,"A horas de haberse reportado su deceso a causa de complicaciones en su salud, Alberto Fujimori viene siendo velado en la sala Nazca del Ministerio de Cultura; y  ...",https://diariosinfronteras.com.pe/wp-content/uploads/2024/09/WhatsApp-Image-2024-09-12-at-6.15.31-PM-331x219.jpeg,https://diariosinfronteras.com.pe/2024/09/12/keiko-fujimori-recuerda-a-su-padre-seguiras-vivo-en-nuestros-corazones/,"Alberto Fujimori.
 








A horas de haberse reportado su deceso a causa de complicaciones en su salud, Alberto Fujimori viene siendo velado en la sala Nazca del Ministerio de Cultura; y en lo que se da el último adiós al expresidente, Keiko Fujimori aprovechó en recordarlo con cariño con una fotografía y un emotivo texto.


Esto mencionó en su cuenta de X: “Te amamos pa! Le agradezco a Dios que nos haya permitido cuidarte, abrazarte y engreírte, especialmente en este último tramo de tu vida. Siempre serás nuestra persona favorita y seguirás vivo en nuestros corazones”.




Como se recuerda, desde su liberación en diciembre del año pasado, Alberto Fujimori estuvo viviendo en la casa de su hija Keiko, ubicada en el distrito de San Borja, lugar donde pasó sus últimos momentos de vida rodeado de sus familiares.",NACIONAL,2024-09-13 07:59:40
73,Sachi Fujimori llegó procedente de Alemania para el velorio de su padre,2024-09-12 18:59:40,A poco de haberse dado a conocer la noticia del deceso de Alberto Fujimori a causa de complicaciones en su salud producto del cáncer que padecía; otra de  ...,https://diariosinfronteras.com.pe/wp-content/uploads/2024/09/WhatsApp-Image-2024-09-12-at-17.38.18-800x533-1-331x219.jpeg,https://diariosinfronteras.com.pe/2024/09/12/sachi-fujimori-llego-procedente-de-alemania-para-el-velorio-de-su-padre/,"Sachi Fujimori llegó de Alemania,
 








A poco de haberse dado a conocer la noticia del deceso de Alberto Fujimori a causa de complicaciones en su salud producto del cáncer que padecía; otra de las hijas del expresidente arribó al país y llegó a la sala Nasca del Museo de la Nación para despedirlo.


Se trata de Sachi Marcela Fujimori, quien llegó procedente de Alemania en un vuelo directo apenas conoció sobre el trágico incidente; y ahora se encuentra junto a sus hermanos y sobrinas en el velatorio.",NACIONAL,2024-09-13 07:59:40
